ID;External ID;Customer / External ID;Opportunity;Salesperson;Sales Team;Stage
10;__export__.crm_lead_BXDeal_9382;__export__.res_partner_BXCompany_5562;Импортированная  сделка Лабдиагностики;Олександр Балибердін;Sales;New
